UMAP1,UMAP2,UMAP3,label
10.769573,6.6322536,4.1362724,3
-0.36428642,4.431807,8.159649,2
6.725238,-0.26326162,2.8884485,6
6.3850517,1.3899474,2.4056802,6
4.4640384,-0.08069748,3.5814414,3
7.482228,1.4366702,2.661983,2
5.5840464,0.58982474,4.0484977,6
9.586472,2.3930898,2.6336539,4
5.2631173,0.7739461,7.4275074,3
10.625952,6.2694097,4.3185687,3
3.5622673,-0.75616676,4.7508698,6
5.1397104,-0.026616683,5.116768,0
3.6995184,1.3821905,9.786348,0
10.344474,3.87032,2.8077002,6
10.826236,4.801221,3.2194967,3
-0.09312454,0.91276205,6.271076,2
5.4081793,0.70939237,7.5637994,0
11.094114,4.9992304,3.710177,3
-1.6309984,7.0533752,8.428651,5
11.239096,4.5737786,3.2055337,3
10.750305,4.171219,4.510974,3
10.750473,5.8863564,3.4414551,3
5.73788,0.78548217,7.950989,0
0.73519653,-0.66836613,6.02818,2
6.329029,1.399761,2.4282868,6
9.650522,5.0429335,5.2634945,3
5.796673,0.023473749,8.767117,0
5.3731666,1.4225227,9.040497,5
10.438901,7.740993,6.365969,3
2.7634804,-1.4848211,6.3293476,4
10.183682,6.3433547,5.6753974,3
5.5565453,0.1398296,8.2468195,0
3.5659204,1.5919749,9.494807,0
11.20851,4.198719,4.106177,3
7.6189837,1.6921867,2.30859,2
11.33964,4.947993,3.3628027,3
10.180807,4.944217,4.5587935,3
8.878638,2.8046234,3.602711,6
5.2448525,1.2420014,4.620965,0
4.843641,1.2840492,3.7073133,2
10.700937,7.465701,5.8671956,3
5.5912557,1.5263765,8.807237,0
1.9205229,-1.5940433,6.1248813,4
1.1831756,-1.0842956,5.187338,2
6.555074,1.0686288,5.3651915,3
0.35163164,3.5385106,8.157,6
10.9008255,3.0447886,3.0275993,3
4.206066,0.38731554,5.0551977,6
7.033026,1.2720355,3.8921556,6
0.0451578,7.649856,8.6434965,2
2.5758238,-2.0014408,6.177155,4
5.570367,0.59865266,4.0394917,6
6.0293784,0.30257657,8.1045265,2
1.7217815,-1.5038449,5.0052195,2
5.5271316,1.563073,8.688733,0
5.8494525,2.1535764,2.9435651,6
10.625961,6.231524,3.836624,3
1.5967132,-0.894322,5.697814,2
-0.25416875,0.7679162,6.3711414,2
5.683222,1.9049493,2.9285526,2
10.012714,6.1353874,4.9889064,0
7.1923714,1.3289994,2.9153087,6
11.116588,5.7035127,5.0347733,3
3.99876,1.0866859,4.4852557,4
1.5511724,-1.1962194,7.4153876,0
10.582205,3.3942041,2.5823293,3
4.964853,2.0768352,3.1752057,6
-0.46087843,6.6766505,9.278538,5
5.1671767,1.1039231,8.216516,0
-0.73877203,8.087931,9.200192,5
11.702404,6.061843,4.8404093,3
4.354701,0.8319026,7.9179068,4
0.093672186,6.3951,9.638891,5
5.3537765,-0.21019982,8.301148,1
-0.52505064,4.7241707,8.040371,2
9.330625,2.2695506,2.6715484,3
-0.52894825,7.79547,8.802951,5
5.6663527,0.82015043,4.9922686,5
3.1425073,-1.6019516,5.8197007,6
3.867864,-0.2564605,5.6468635,4
11.481554,6.738726,5.423088,3
2.0937128,1.8257463,9.074977,0
2.5408545,-1.8452624,5.1814413,4
0.099699296,0.7762567,5.7290926,6
2.6662712,1.4153636,9.150444,0
2.1082213,-0.72842234,5.6729174,4
8.06908,2.0941308,2.6964145,6
10.703094,7.70966,5.980356,3
5.716999,-0.14960238,8.566543,0
-0.19411294,3.9038718,8.16976,2
1.8838542,-1.9730334,6.362217,4
-1.7102451,6.5017505,8.021269,2
0.34644765,1.5330136,6.942224,4
3.047747,1.889214,9.744758,2
-0.8433792,8.833834,8.882638,5
6.599275,1.7972584,2.8760035,6
-0.50906706,6.9793253,9.565865,5
0.9724681,-0.031300616,4.974308,2
-1.4056832,7.120131,8.496238,5
4.6677966,-0.18404739,5.0949273,4
5.3738046,0.75070363,8.85599,0
-0.6596007,7.8449163,8.418284,5
-0.45350802,2.15591,7.1935177,2
3.0183804,1.7868817,8.919113,5
3.5262368,2.3608453,9.087386,2
4.0993648,1.4359919,9.504704,0
7.2929025,1.7520372,1.9082665,6
0.7219938,2.8638568,8.308567,4
7.9646235,1.7201501,2.2601297,1
4.666547,1.4017885,9.463554,0
6.433742,0.9915414,3.6611342,6
1.9368185,-1.8766932,6.2693367,4
-0.061842598,3.9238408,7.8974967,5
0.2512736,0.68453336,5.564498,4
5.0808177,0.61723423,5.818514,4
5.532822,1.6388239,8.621231,0
10.742539,5.694636,3.2792478,3
4.925347,0.13029541,6.128288,6
7.1771946,1.4375405,2.4477103,5
-0.55687636,6.566353,9.472507,5
6.0322022,0.92906314,3.8823936,6
1.7490975,-1.8515056,6.534177,4
2.6328216,-1.6277881,5.550023,4
5.823351,0.84338385,3.1115522,6
5.406587,-0.71415424,10.201473,2
-0.25308073,2.2737882,7.7803664,2
2.4618511,-1.7856144,5.03978,4
10.742952,5.8913097,3.4816897,3
-0.07477967,0.91188276,5.875118,2
-0.50156975,5.0746818,7.7781672,5
2.0670257,-2.2555423,5.773409,4
-1.2882649,7.37727,9.046029,5
5.2844634,-0.12433437,8.141924,0
3.2411497,0.26979366,6.6114626,0
5.699714,1.0339828,3.3156064,4
3.9683976,1.9251708,9.896442,0
3.792434,0.027873887,5.472908,1
4.0965915,0.4148303,4.979468,4
11.282616,3.5490365,2.6880522,3
12.158758,6.8104696,5.2211084,3
10.306052,5.395339,4.208115,3
12.186985,4.554317,3.507313,4
5.1528406,0.88878244,8.36311,0
1.0303526,1.6847113,6.8124843,0
3.838814,0.59074706,6.462431,4
-0.25329578,1.6328526,6.6138277,4
3.1303225,-1.1637537,4.1659684,4
-0.62915486,8.780542,8.762549,5
11.865098,4.487024,3.5555246,3
4.283737,1.9114318,9.578474,0
11.898326,6.688129,5.1748757,3
3.9711542,0.6785469,3.948636,6
4.8509545,1.3091102,3.0637345,6
5.122665,1.5001994,3.8831775,6
-0.8755844,7.4344177,7.926519,5
1.7972801,-1.8979541,6.398888,4
1.643909,1.3481619,8.73786,2
4.5108786,1.6237277,9.082257,0
2.9528863,-0.40628013,6.297826,4
-1.0607892,6.904945,9.044882,5
10.738864,6.09632,3.6404848,0
-1.4107856,8.147361,8.924165,5
1.0430288,-0.046409357,5.546894,6
1.7909296,-1.8573503,6.1560783,4
0.16138163,1.5467479,7.8377366,2
5.83444,1.0704567,4.7229133,0
5.2669272,-0.5320618,10.326676,0
10.008842,5.833401,4.419946,3
4.424675,0.7380217,4.742803,6
4.8792214,0.8739459,2.5269613,6
6.29941,2.0255036,2.8473384,6
7.972751,1.2703252,3.167828,2
11.777452,4.546811,3.7676656,2
9.887907,3.0805302,3.2544813,3
-0.49133524,8.822237,8.802842,5
10.468995,4.875694,4.8396688,0
11.650715,4.4108567,3.6269307,3
-0.98891634,8.61053,8.701097,5
1.4378191,-0.50649863,6.0503697,4
-0.45659316,7.2485723,9.746867,5
-0.3587766,3.5891623,7.819919,5
1.9144354,-2.0135128,5.506501,4
2.2650871,0.34568626,5.1587725,6
4.58486,0.44587204,6.948717,4
1.1158029,-0.50187004,5.2686324,4
4.901414,-0.13396442,4.5556684,6
2.4267159,-1.5424986,5.134802,4
6.563369,1.4800528,2.477822,6
3.3121002,2.038677,9.357316,4
2.7483172,-1.0788844,4.128201,4
9.334443,3.780281,3.8887196,2
5.879712,-1.0408692,10.042754,1
10.56491,5.96785,3.4338005,3
1.8141038,-0.92205703,5.734077,4
1.6530333,0.7995344,6.4484415,4
10.275545,7.645648,6.4068346,3
0.3206446,3.6054974,8.224014,4
5.9732647,0.9251031,2.5990741,6
5.402063,1.3447924,3.5527744,6
6.2305527,1.1827259,2.4589112,4
0.5634216,1.3073097,6.938057,6
5.1740665,1.1797231,8.729267,0
-1.546267,6.433375,7.8844657,5
2.3114252,-1.1989514,4.623664,4
10.138852,5.786557,4.9235005,3
3.3274546,0.1482461,4.0348945,4
10.773673,6.754966,4.6379747,3
-0.9475013,7.8243747,8.846251,5
11.34791,6.063107,4.255005,3
11.628657,5.45633,4.543633,3
11.5331545,5.8358912,4.2272887,3
7.427571,1.2457027,3.3121037,3
5.7921414,0.19462009,2.8146653,6
4.9740705,1.6275967,8.654552,4
4.6354365,0.3834605,6.1947207,0
3.7513885,0.13774669,6.8425794,4
3.825515,1.4501345,8.510927,2
6.1938524,1.7030492,4.1364937,6
10.539709,7.095778,5.811938,3
11.815488,6.005969,4.0757174,3
-1.095312,6.3840137,8.125446,2
0.365619,2.380688,8.132109,2
5.3070216,-0.03853701,7.6084104,0
-0.24646421,2.1572058,7.741373,2
3.8730335,1.498414,8.406949,2
1.0899184,-0.53302836,5.1079803,6
2.406553,-1.4515606,5.5341134,4
8.675232,2.2369447,2.9397562,6
6.1511397,1.8918052,2.8738382,6
-0.12564069,4.0207925,8.206957,3
1.0877854,2.0720341,7.048668,0
1.9099929,-1.3965453,4.754947,2
7.8099523,1.3762267,3.1834886,0
0.34567595,6.607255,9.729802,5
10.13237,7.471849,6.223364,5
1.4543917,1.6412312,8.664912,2
3.1349545,1.5894332,9.99148,0
0.6823132,2.4573338,8.712632,2
10.898493,6.72201,5.93583,5
11.515335,6.3846736,4.3081446,3
11.527912,5.3544006,3.789946,3
12.421402,6.8937316,5.173779,3
8.833401,2.6082063,3.6985579,3
3.4716032,1.5282658,9.807729,0
4.5770507,0.7939304,2.6414883,6
1.4799975,0.54995096,5.0017548,2
5.9694858,-1.1191235,10.094706,0
5.947326,0.80520386,5.994191,6
1.5592861,-0.9866774,6.4230213,4
5.712245,1.213941,4.117769,2
0.27781665,0.3002943,5.9541245,4
-0.6393002,7.1516542,8.818491,5
-0.29364756,6.1506634,9.29438,5
3.8813674,0.61682683,6.4741416,4
0.9983772,-0.9215363,6.108106,4
5.3541694,0.40293783,6.474515,6
10.6799965,2.6237173,2.8114784,3
10.151493,7.606735,6.3399806,3
11.699751,5.339788,3.438787,3
2.0728354,1.630327,9.426262,2
10.921618,2.8271317,2.813291,3
4.180049,-0.41175225,3.3659046,6
-0.07712583,0.92781305,6.0024023,2
2.9659135,-0.71559626,4.574465,6
1.8720987,-1.9997057,6.296123,4
4.813136,1.2460822,4.607836,6
0.93276125,-0.46063378,5.9294443,2
5.120126,0.5577769,6.4987803,0
11.793108,6.5219107,3.8501778,3
10.377027,5.6194487,3.931197,3
-0.44486666,5.2874665,8.128056,2
5.08463,1.3442699,8.442964,4
5.673334,0.7617106,5.998329,6
0.47393763,0.84769595,7.1227117,2
1.0480632,-0.23928177,5.2886767,2
4.6493645,1.5431193,2.9357176,6
1.6669697,-0.77899516,7.53436,4
2.5526602,-0.80960244,4.8223896,2
-0.5084778,6.0098863,8.783294,3
4.2226157,0.8886386,9.852743,2
4.9275174,0.81456476,7.642435,0
9.689752,2.0112658,2.6244204,2
4.3829174,0.77478766,3.193534,6
11.052843,3.0467455,2.8936307,3
4.0102253,0.5676445,7.1843953,2
10.811854,4.042292,4.355592,3
5.9691763,0.82018125,5.439254,6
4.074647,1.5010391,9.565489,2
10.583397,2.5635214,2.7697494,3
2.0048296,-2.1061752,5.8135,4
6.1768413,1.8253789,2.8502924,6
5.736233,0.8276491,8.200528,0
0.16784193,1.5124652,7.7519293,2
5.656198,-0.7532975,10.0464,1
-0.014558657,1.4766911,7.463876,2
2.002056,-2.0342581,5.977618,0
0.2394677,0.5401074,6.0388765,2
0.5402619,0.62546027,5.3607144,2
1.6694713,0.7273621,6.588205,4
5.4927425,1.8068153,3.5426416,2
-0.8447035,6.1359963,8.7723255,5
3.8523033,2.423117,9.47603,3
10.522281,6.634723,3.9051726,3
10.397895,4.5756655,5.014741,3
1.707278,-1.680146,6.721018,4
10.938549,6.6829147,5.0852394,3
11.175029,6.1963954,5.2748723,3
5.206574,1.5601772,9.033796,0
-1.4143536,6.818772,8.729185,5
10.005487,3.0573165,3.0976117,3
2.850897,-1.0014874,4.702761,4
4.706139,0.73564845,4.8412266,6
11.508551,3.6544583,3.0238397,3
5.269613,0.2914621,5.9459653,6
9.862138,3.2884464,3.0760176,2
4.9568624,0.5660069,6.037608,6
9.564144,4.7688723,4.411846,4
2.8973022,-1.582834,5.344239,4
3.4637942,-1.5218123,6.101196,4
5.7172494,1.6893104,3.3581586,6
11.027647,4.8506794,3.0319796,3
4.935534,-0.10080701,3.3015738,6
2.0082016,-0.66972065,5.127664,4
-0.26378098,1.4863242,7.2005434,2
-0.39491904,8.137365,8.574503,5
10.691813,6.652278,4.074779,3
1.9689119,-1.4363081,5.993303,4
9.5229645,4.765183,4.6370473,3
10.321753,5.272259,3.9072688,3
1.3500448,-1.2270764,5.529445,1
11.234612,4.376098,4.0523477,3
10.648348,5.152298,4.463816,3
0.27408004,6.518305,9.7420845,5
10.488193,3.5534446,3.4029691,3
9.907604,2.4112449,2.9127586,3
5.9861526,0.6533078,2.2335074,6
11.193246,3.6188233,3.2587695,6
11.489875,3.7044852,2.7394834,3
5.6219,-1.048721,10.496802,2
11.362043,3.661788,3.1697912,3
1.9706568,-1.5110024,4.8471403,4
4.5672803,-0.025365036,6.389411,4
4.3845696,-0.15485305,6.095419,4
11.396137,3.6770592,2.6353981,3
5.1685343,0.08825285,5.1466203,4
1.9870576,-1.7897785,4.3364706,2
3.0952234,-0.6139856,6.82421,0
1.5204484,-1.6671388,7.190053,4
5.3261757,1.948509,2.3009048,6
3.972152,1.3268744,9.328913,0
11.5281925,3.7264104,3.1465156,3
10.931345,6.351593,4.3826737,3
-0.7529809,6.9418845,8.276641,5
1.5455629,-1.7710664,7.2972045,4
4.358806,0.13010308,7.338983,2
7.223395,1.2262425,3.241292,6
1.163347,2.7760966,9.097344,2
-0.6424462,8.283393,8.069121,5
-0.45222995,6.734009,9.355231,5
-0.37125337,6.97896,9.452977,5
4.1218057,1.1988833,9.791043,0
11.868459,5.1338573,3.2724826,3
12.078668,4.3604627,3.4790666,3
11.653203,4.5969768,3.2581975,3
6.226925,1.581731,2.0944889,5
1.5447547,-1.3622923,7.288293,4
5.8122754,0.38196716,2.821029,6
10.695137,7.685628,5.8117375,3
5.4749207,0.80354106,8.18765,0
7.342885,1.8563653,1.8729339,3
5.379363,2.3185718,3.0651898,6
3.959604,2.2596958,8.963264,0
11.177612,3.7331207,3.486603,3
-0.1246776,1.7900363,7.813286,2
1.0468849,0.1509781,5.5127277,2
5.653225,-1.1671785,10.528301,1
3.9284995,1.0660206,9.744569,0
2.0385523,-2.047453,5.754846,4
5.96036,0.6189484,7.8736773,0
3.494734,1.2016692,9.589309,0
1.5133468,-1.4949672,7.411992,4
5.5779595,2.2306328,2.9835963,6
0.020746157,5.4291534,9.135856,3
6.656219,-0.3257436,3.1621196,6
0.015340786,7.591137,8.377438,5
4.2165756,0.33205333,5.3988166,5
4.861002,0.81879574,3.2705736,4
10.197248,6.5015283,5.8835826,3
3.9145765,0.5828114,6.8778625,2
11.550426,4.687027,3.7076252,3
-0.5012318,5.3237,8.128639,5
4.311004,2.1388562,9.336739,0
11.335111,4.5345984,2.8171177,3
3.5404046,-1.3939703,6.0565605,4
-0.8236332,7.2767463,8.629732,5
10.882344,6.347041,4.570102,3
5.3292055,0.6024268,4.6868215,4
1.2301869,1.3502537,8.930072,3
11.544547,5.586919,3.733793,3
5.496564,0.3952724,7.6943054,0
1.9870824,1.0714782,7.303459,2
7.3724837,1.8518333,1.8040903,6
7.634744,0.06534251,3.2467015,6
10.751863,6.8094554,5.6883073,3
7.6172853,1.1223483,3.3437998,3
1.7567711,2.5881047,9.340519,3
-1.6705827,6.362704,8.080876,5
0.1380208,1.2149318,7.0328026,2
11.383269,5.1180434,3.9512303,3
4.3056226,-0.3482627,6.695,6
-1.260691,8.212579,8.345549,5
3.6335113,1.421589,9.6361885,0
-0.6276405,6.6245704,9.045841,0
4.2844734,-0.1942816,5.981887,4
7.061948,0.9310817,3.4134545,6
2.1798658,-1.7029055,5.2201424,4
5.4592295,-0.49211162,10.219594,0
11.257005,5.9889994,3.9028141,3
7.183099,1.0526751,3.5247748,6
3.6727917,-0.353037,4.9052777,4
6.40362,1.1430641,2.3170333,6
5.4566264,0.6466673,3.8249385,0
5.0036907,0.37431547,4.4817142,4
5.7806444,0.1326191,8.821933,0
-0.9409149,6.7983346,9.421086,5
-0.5892313,5.8222446,8.815669,5
10.376204,7.826423,6.2558866,3
9.869002,4.777475,3.8640475,0
10.664159,6.855272,4.6851125,3
4.2891397,1.4748782,9.997108,0
1.7789818,1.4538102,7.6650896,2
9.810457,2.954713,2.9230735,2
5.581633,0.67976284,5.96194,2
5.042286,1.8135324,3.8866968,6
4.124196,-1.084916,6.3909273,4
-1.0530456,8.34105,8.276123,5
0.2170972,1.2232312,6.6984687,4
5.395398,1.4217246,8.372507,4
7.3781343,1.8869495,2.377577,6
5.1626153,1.2489703,8.158163,0
1.5056416,0.6548971,6.353971,2
0.72441006,-0.394704,5.785098,2
11.007682,3.096712,2.9779413,3
-1.4152559,7.019882,8.796188,5
1.7450138,2.2445438,9.251533,2
1.8709424,-2.5868711,4.856921,5
2.4156408,-2.1905737,4.420774,6
-0.87064993,7.0095315,8.042383,5
3.857853,1.5809137,10.022442,2
2.0489464,-1.2636496,6.891024,2
11.677259,6.187588,4.985813,3
7.855791,1.2179028,3.0940552,6
1.8640928,-0.54304636,4.322643,6
4.628352,0.23454854,6.085938,2
4.7925467,0.17263044,4.718035,6
-0.24323548,6.5666394,9.578138,3
10.888332,2.86948,2.9384995,3
0.11082379,6.882171,8.999904,5
2.3091443,-1.3564669,4.7348723,4
11.468812,4.5993724,3.3587134,3
1.143636,0.11328167,5.6387086,2
5.78817,0.88576686,6.0143313,4
4.892314,1.3582965,8.820175,0
6.538648,1.3236204,2.3749804,6
11.106488,7.08865,5.46584,3
-0.99873155,7.6947517,9.404117,5
10.161322,7.3737674,6.2216024,3
-0.23298742,1.6741791,6.8002267,2
11.04108,6.261179,4.3520103,3
1.1142861,-0.03707822,5.555332,2
-1.5359455,7.1978445,8.731053,5
2.0267744,-2.84824,5.009823,3
1.8095285,-1.9447017,5.3574667,2
1.5527776,1.7716774,8.382865,2
3.3379035,-0.74299574,4.808924,6
-0.23176815,1.0312513,6.7304626,4
11.744807,4.495226,3.5028195,6
6.777169,1.2110426,2.5136743,6
10.230992,6.3286886,4.836273,3
1.9675297,-1.714875,6.098486,2
11.253902,5.324904,4.0595045,3
-1.4458066,8.233928,8.869206,5
5.5445623,0.4076157,5.2957397,6
-0.34596622,2.8449926,7.773935,4
3.2124927,2.237053,9.321513,2
4.858434,0.006811628,5.911579,2
7.1327705,0.96362466,3.3620105,2
10.804289,4.4261613,3.8302507,3
-0.24282868,8.369524,8.367305,5
6.0982137,0.68900704,5.5169454,6
5.0123234,0.05434749,7.323148,0
11.488923,6.110845,4.0260277,3
3.0567932,2.1607914,9.480185,0
11.188228,7.287379,4.984633,3
2.9808156,1.7977953,9.53301,0
7.7832365,1.1088388,3.0033174,3
1.1043708,-0.79205024,5.319554,2
1.3971262,-0.5727462,6.320387,4
2.9300675,-1.6416541,5.0565643,4
9.032645,2.61937,3.3876886,3
6.044361,1.7288617,2.757353,6
8.289849,1.4613426,3.187966,3
4.9191284,1.1382569,2.403694,4
2.306144,-2.39259,4.3042955,4
5.4732666,1.259469,3.4890559,6
5.3960853,2.2017486,2.9377134,6
0.005856213,5.828483,9.345016,3
10.451088,5.9911385,3.9287534,3
5.830437,0.8114289,6.5264683,0
6.442459,0.8239895,4.2569766,6
2.065107,-2.3498142,5.594558,4
4.9942856,0.8946146,8.628752,0
2.776292,1.2215278,9.663053,1
-0.40880212,4.1985507,7.754641,5
5.5357842,1.0347619,2.3849506,6
-0.09551937,6.4953656,9.672408,5
-1.3883476,7.3650727,8.490836,5
3.5992506,0.83748543,3.749931,4
-0.6903858,7.4394746,7.9765434,5
11.51683,3.5980134,2.8687437,3
10.69498,6.5781217,5.648033,3
2.4814527,0.21648145,5.183266,4
10.619305,5.6661267,4.0375395,3
3.4616685,1.1650681,9.790455,0
5.155799,1.2126139,8.033739,0
3.8904233,0.39880946,4.7854166,4
10.678683,7.6783853,6.0633,3
0.53271407,2.1414373,8.357268,2
11.285909,3.4724743,2.9976153,3
4.7171974,0.7613916,3.0504692,6
5.792699,1.9492859,2.684289,6
6.061124,0.62847114,5.1943655,4
5.9791036,0.71194774,7.321523,0
1.258526,-0.36964774,5.8799124,4
3.358684,-1.0708085,5.0195684,4
9.683364,4.66181,4.0427647,3
11.529715,6.5047126,3.8911679,3
4.04727,1.7807888,9.971585,0
4.124444,2.2773867,9.247649,0
4.7101903,1.09746,4.9341927,6
10.833207,4.375479,3.7355645,3
5.054708,1.1406479,8.5699,0
11.119266,4.4801607,2.7989998,3
4.6082544,0.5694209,7.40816,4
0.01736788,1.4373733,6.949425,2
-0.8471025,7.399724,8.840447,5
4.900778,1.1196418,3.3335538,4
2.4916117,-0.844353,5.7234116,4
11.039339,4.5653877,4.088542,3
8.734084,2.448108,3.5898323,3
0.8102384,2.7537944,8.676296,5
-0.16848111,1.0629084,6.492215,2
11.687017,4.4902115,3.0892587,3
10.709512,6.6285677,4.009019,3
10.739298,5.4868793,5.080532,3
4.643244,1.0151453,9.265371,2
11.244333,6.7842407,4.4270926,3
7.382899,1.1729828,2.6342402,6
-0.6980799,6.6750894,8.484801,5
3.5524132,-0.81726205,4.961194,4
5.06172,-0.378056,8.033349,3
2.4745693,-0.5245528,4.982261,4
2.302288,-1.149414,6.3770204,4
5.451083,0.6936746,7.7139425,0
10.3774185,5.7304845,3.5926387,3
5.1936817,0.0798717,7.3124876,0
-1.1620412,7.6887765,8.593468,5
11.374179,5.96427,4.1613216,3
7.3200107,-0.09165386,3.2042675,6
-0.82860583,7.7140827,9.164544,5
5.901437,0.3609032,7.716824,0
4.812674,-0.0697058,5.0631647,6
11.963521,6.020711,4.0746775,3
2.5169117,1.0425802,9.393925,6
0.11512265,1.172111,7.185116,2
0.21029839,2.6028595,8.167531,2
10.093648,3.2104185,2.7930162,0
10.486286,7.6578794,6.2031703,3
3.5486019,0.21202967,3.838512,4
2.7591395,-1.0407306,3.9587052,6
10.128355,3.0682023,2.8286376,6
3.308541,-0.99154246,5.3046412,6
10.866319,7.0799665,5.4648046,3
1.5223185,1.453016,8.22669,2
3.7032614,-0.40211233,5.604855,4
5.447126,1.2428432,8.754972,0
4.7486067,-0.07905546,6.7709203,4
9.798788,3.0061615,2.9323165,0
0.3484976,0.87204504,6.6713796,2
5.644484,-1.0137476,10.0800085,0
-0.36239946,1.1197934,6.884455,2
5.062863,2.0061743,2.9385254,6
10.525672,4.5800447,4.934735,3
2.2352602,-1.0019697,6.851758,4
10.511297,4.918471,3.8112454,3
11.17582,4.687003,3.438449,3
1.8471342,-2.0493999,5.0228977,4
4.1490064,1.0287691,4.644909,6
-1.6096544,8.225763,8.707769,5
7.293077,1.1591525,3.3664277,6
-0.9222363,6.3011274,7.6787424,6
0.925195,1.2470737,6.6397,2
2.1685884,-2.715633,5.320034,6
2.4923644,-1.6184688,4.4640255,4
3.4195023,2.4878092,8.927087,2
4.464344,-0.15781103,3.3553927,6
4.733009,1.2632154,3.9220731,4
-1.3859094,7.7913494,8.645183,5
5.816801,0.7614076,5.730359,0
-0.46227047,8.133328,8.213687,5
11.991351,5.00333,4.2399855,3
4.054963,-0.18945049,5.5156446,4
7.841757,1.3836035,2.9728787,6
8.239401,1.550063,2.9526122,3
6.2619333,0.79955375,2.1943412,6
8.856354,2.3705363,2.9449286,6
9.621887,2.9147725,3.3239217,6
3.057755,-0.27350006,4.5742226,4
11.023559,3.0790696,3.061097,3
4.315085,0.93718004,7.9063487,0
3.1042168,1.3147883,8.859363,0
2.3237162,-0.9654497,5.332381,6
10.143492,2.4247172,2.6590867,3
5.384762,1.5473443,3.5049903,2
5.2673326,0.9574861,5.2655,6
11.720984,5.0105247,3.2372327,3
8.238772,1.8103596,2.3575819,6
6.1940227,0.7204253,7.287803,0
-1.4005985,7.661829,8.662473,5
-0.9246392,6.093612,7.8346457,5
10.518253,4.0916395,4.4949656,3
-0.24322622,3.15224,7.513465,2
-1.2250404,6.679665,8.183646,5
6.3576474,1.3189554,2.3348875,6
-0.53137755,8.918546,8.872459,5
5.150884,0.5082719,7.6769686,2
4.937043,1.2030854,2.798826,6
-0.32615876,2.7112339,7.8894563,2
-0.082605176,1.8193681,7.68369,2
2.964109,2.348657,9.420511,2
0.1883308,0.7810166,6.6655393,0
5.8105736,0.23104894,8.064909,4
-1.3225105,7.822705,8.920409,5
3.9652114,1.8655493,9.762603,0
10.815645,6.4729257,5.5277033,3
0.30304384,0.807287,6.8966393,2
5.5601125,0.84220207,8.510292,0
7.91661,1.7401541,2.1699486,2
-1.0632122,8.580323,8.812471,5
4.3455706,0.6958337,7.57108,4
11.424645,6.464424,4.059224,3
1.8508649,-2.1828341,5.4119163,4
11.71633,5.0779448,3.4985125,3
5.2373605,1.1027635,8.491878,0
1.8952538,1.0880877,7.363063,0
0.6552788,-0.11963955,6.396337,4
10.452024,6.486688,5.424949,3
7.6868825,1.9247708,2.5221,6
11.610813,5.2170987,3.619634,3
12.1385975,3.9095168,3.3341236,3
11.847729,5.467057,4.01306,3
5.257918,0.64557534,3.5639417,6
11.137287,5.777191,4.082824,3
11.615238,5.37419,3.7408025,3
7.580503,1.3275259,2.9807074,6
3.5650072,-1.4806038,5.8789,4
5.6848636,0.53391063,2.4178762,3
11.239412,5.6164894,3.811914,3
10.598283,6.876197,5.376178,3
-1.2298112,7.1538568,9.048875,5
6.6861806,-0.36076328,2.7481284,6
4.681175,0.32699233,4.4830627,6
10.625719,6.942669,4.971919,3
-1.0709643,6.495032,8.474279,5
10.594925,4.599513,3.5607696,1
9.495581,5.02434,5.38603,3
4.3277483,-0.91224307,6.5996137,2
11.229017,3.399722,3.1587818,3
4.8484335,1.8873942,3.1786225,6
1.1340729,-1.4263443,6.0026917,4
12.161721,4.654564,3.5230765,3
2.7048154,1.58404,9.752038,0
3.4151335,0.15516551,3.9888515,6
5.0978985,0.42458305,2.826317,6
3.6216786,0.4280171,6.034573,4
1.0524956,-1.3169144,5.9280496,2
7.362496,1.9158322,1.8887876,6
3.4461877,1.6967946,8.888447,2
10.632944,6.975621,5.6764545,3
4.869328,0.70365447,5.6826115,0
1.1324005,1.5557803,7.9842463,2
2.332329,-1.3583905,4.5847163,4
10.505366,4.439262,2.8449273,3
6.956507,0.87602043,3.8292193,0
-0.6215347,6.697258,8.382441,4
2.1833568,-1.9925596,4.9851136,4
10.253422,5.886548,3.8247895,3
-0.6115445,5.3293195,7.7314277,5
2.9609334,-1.1317908,4.2934003,4
2.2274852,-2.7708912,5.4641523,4
0.83663577,1.5250194,6.8287387,5
4.0184174,0.2203066,6.4528866,2
5.0260134,1.3799832,8.044629,1
-1.4871395,8.201366,8.920278,5
11.371003,3.8608873,3.5354779,3
3.2557716,-0.8788069,4.0701203,4
0.9531323,0.45661202,7.3487096,2
0.12851988,0.8303684,6.1235824,6
11.318437,6.169953,4.537593,3
7.5887938,1.7894372,2.3355076,6
4.59532,2.1706123,9.131565,6
3.2592747,-0.86316466,6.5517573,4
-0.48900437,2.071313,7.308375,2
-0.94392234,7.368838,7.8423448,5
5.2014346,1.0406818,8.360998,0
4.647157,0.6183365,3.377126,4
11.586436,5.538345,3.8652534,3
2.512102,1.9980621,9.663614,2
5.0912976,1.319391,4.3297696,6
10.676512,4.0279903,4.522179,3
4.2269154,-0.36310253,7.0299606,6
7.141638,1.4686282,2.3505173,6
4.7202253,1.4878819,2.8168614,6
3.4575856,0.10900429,5.423734,4
10.265808,3.47633,4.0239487,3
10.363389,6.095333,5.7056465,3
4.4540143,-0.24502455,6.59932,0
11.267197,3.5292408,2.5371354,3
1.2088065,-0.5382385,5.5860767,6
10.5943775,4.362568,4.82785,3
